Activity_Type,Heart rate___beats/minute,Sleep type duration_minutes,Sleep duration_minutes,Calories burned_kcal,Exercise duration_s,Floors climbed___floors,Code
Light Sleep,83,12,24,,,,93830-8
Light Sleep,85,7,10,,,,93830-8
Light Sleep,55,6,11,,,,93830-8
Light Sleep,71,19,16,,,,93830-8
Light Sleep,79,5,24,,,,93830-8
Light Sleep,59,2,6,,,,93830-8
Light Sleep,85,11,20,,,,93830-8
Light Sleep,74,8,5,,,,93830-8
Light Sleep,51,3,0,,,,93830-8
Light Sleep,60,4,4,,,,93830-8
Light Sleep,52,6,8,,,,93830-8
REM Sleep,66,0,0,,,,93829-0
Light Sleep,74,8,23,,,,93830-8
Light Sleep,57,3,9,,,,93830-8
Light Sleep,83,14,32,,,,93830-8
Light Sleep,83,16,24,,,,93830-8
REM Sleep,60,2,1,,,,93829-0
Light Sleep,84,13,37,,,,93830-8
REM Sleep,50,0,0,,,,93829-0
Light Sleep,55,6,10,,,,93830-8
REM Sleep,49,2,2,,,,93829-0
Light Sleep,52,7,9,,,,93830-8
Light Sleep,73,7,28,,,,93830-8
Light Sleep,65,18,19,,,,93830-8
Light Sleep,78,11,28,,,,93830-8
Light Sleep,60,5,6,,,,93830-8
Light Sleep,58,3,10,,,,93830-8
Light Sleep,84,12,18,,,,93830-8
Light Sleep,83,12,21,,,,93830-8
Light Sleep,83,10,21,,,,93830-8
Light Sleep,77,20,31,,,,93830-8
Light Sleep,85,10,19,,,,93830-8
Light Sleep,49,6,5,,,,93830-8
REM Sleep,66,6,10,,,,93829-0
Light Sleep,49,4,3,,,,93830-8
Light Sleep,78,20,17,,,,93830-8
REM Sleep,58,1,3,,,,93829-0
REM Sleep,60,1,0,,,,93829-0
REM Sleep,58,4,1,,,,93829-0
REM Sleep,50,1,3,,,,93829-0
REM Sleep,62,0,0,,,,93829-0
REM Sleep,71,1,5,,,,93829-0
Light Sleep,84,11,29,,,,93830-8
Light Sleep,85,17,20,,,,93830-8
REM Sleep,65,0,0,,,,93829-0
REM Sleep,59,1,3,,,,93829-0
Light Sleep,69,3,4,,,,93830-8
REM Sleep,65,0,1,,,,93829-0
Light Sleep,61,15,16,,,,93830-8
Light Sleep,78,8,30,,,,93830-8
Light Sleep,61,3,8,,,,93830-8
Light Sleep,76,15,10,,,,93830-8
Light Sleep,65,0,6,,,,93830-8
Light Sleep,83,10,9,,,,93830-8
Light Sleep,50,3,4,,,,93830-8
Light Sleep,84,10,20,,,,93830-8
REM Sleep,61,1,0,,,,93829-0
REM Sleep,51,3,4,,,,93829-0
Light Sleep,59,4,34,,,,93830-8
Light Sleep,56,5,7,,,,93830-8
Light Sleep,84,9,25,,,,93830-8
Light Sleep,51,8,7,,,,93830-8
REM Sleep,49,2,13,,,,93829-0
Light Sleep,85,7,23,,,,93830-8
Light Sleep,57,3,11,,,,93830-8
Light Sleep,76,19,20,,,,93830-8
Light Sleep,47,6,4,,,,93830-8
Light Sleep,62,6,0,,,,93830-8
REM Sleep,50,6,8,,,,93829-0
Light Sleep,78,11,17,,,,93830-8
Light Sleep,62,2,4,,,,93830-8
Light Sleep,79,2,4,,,,93830-8
Light Sleep,84,8,12,,,,93830-8
REM Sleep,67,7,4,,,,93829-0
Light Sleep,50,2,6,,,,93830-8
Light Sleep,56,6,3,,,,93830-8
Light Sleep,83,19,31,,,,93830-8
Light Sleep,57,12,35,,,,93830-8
REM Sleep,51,0,-1,,,,93829-0
Light Sleep,83,12,21,,,,93830-8
REM Sleep,55,1,4,,,,93829-0
Light Sleep,58,3,5,,,,93830-8
REM Sleep,57,0,1,,,,93829-0
Light Sleep,58,6,13,,,,93830-8
Light Sleep,56,5,4,,,,93830-8
Light Sleep,56,8,20,,,,93830-8
Light Sleep,79,10,18,,,,93830-8
Light Sleep,64,15,5,,,,93830-8
Light Sleep,66,9,26,,,,93830-8
Light Sleep,71,3,13,,,,93830-8
REM Sleep,67,-1,1,,,,93829-0
Light Sleep,52,2,10,,,,93830-8
Light Sleep,84,10,18,,,,93830-8
Light Sleep,85,8,22,,,,93830-8
REM Sleep,65,0,-1,,,,93829-0
Light Sleep,58,16,33,,,,93830-8
Light Sleep,78,8,7,,,,93830-8
Light Sleep,85,2,6,,,,93830-8
Light Sleep,77,9,27,,,,93830-8
Light Sleep,53,6,23,,,,93830-8
Light Sleep,81,6,12,,,,93830-8
Light Sleep,80,10,19,,,,93830-8
Light Sleep,55,7,7,,,,93830-8
REM Sleep,50,2,2,,,,93829-0
REM Sleep,50,3,6,,,,93829-0
REM Sleep,57,1,1,,,,93829-0
Light Sleep,83,8,20,,,,93830-8
REM Sleep,82,3,0,,,,93829-0
Light Sleep,72,5,6,,,,93830-8
Light Sleep,69,11,1,,,,93830-8
REM Sleep,59,2,3,,,,93829-0
REM Sleep,54,0,3,,,,93829-0
Light Sleep,66,0,12,,,,93830-8
REM Sleep,49,3,1,,,,93829-0
Light Sleep,58,7,23,,,,93830-8
Light Sleep,83,11,38,,,,93830-8
Light Sleep,81,13,21,,,,93830-8
REM Sleep,63,1,2,,,,93829-0
Light Sleep,79,18,17,,,,93830-8
Light Sleep,56,7,9,,,,93830-8
Light Sleep,84,9,19,,,,93830-8
Light Sleep,83,7,22,,,,93830-8
Light Sleep,50,2,5,,,,93830-8
Light Sleep,76,19,32,,,,93830-8
Light Sleep,51,6,6,,,,93830-8
REM Sleep,78,5,2,,,,93829-0
Light Sleep,81,7,5,,,,93830-8
Light Sleep,50,1,8,,,,93830-8
REM Sleep,71,2,3,,,,93829-0
Light Sleep,74,4,6,,,,93830-8
Light Sleep,50,3,8,,,,93830-8
Light Sleep,84,12,21,,,,93830-8
REM Sleep,49,-1,1,,,,93829-0
Light Sleep,49,5,6,,,,93830-8
REM Sleep,64,-1,7,,,,93829-0
Light Sleep,56,1,12,,,,93830-8
Light Sleep,73,18,28,,,,93830-8
REM Sleep,58,-1,-1,,,,93829-0
Light Sleep,59,5,8,,,,93830-8
Light Sleep,50,0,2,,,,93830-8
Light Sleep,50,0,1,,,,93830-8
Light Sleep,77,6,13,,,,93830-8
Light Sleep,64,11,10,,,,93830-8
REM Sleep,65,3,-1,,,,93829-0
Light Sleep,77,6,37,,,,93830-8
Light Sleep,66,-1,0,,,,93830-8
Light Sleep,74,8,29,,,,93830-8
Light Sleep,83,6,11,,,,93830-8
Light Sleep,73,0,-1,,,,93830-8
Light Sleep,50,6,8,,,,93830-8
REM Sleep,66,-1,-1,,,,93829-0
Light Sleep,65,1,1,,,,93830-8
REM Sleep,65,0,1,,,,93829-0
Light Sleep,72,1,0,,,,93830-8
Light Sleep,64,20,23,,,,93830-8
Light Sleep,84,16,8,,,,93830-8
REM Sleep,76,2,4,,,,93829-0
Light Sleep,78,19,14,,,,93830-8
Light Sleep,57,4,6,,,,93830-8
Light Sleep,64,7,-1,,,,93830-8
Light Sleep,74,0,12,,,,93830-8
REM Sleep,69,1,-1,,,,93829-0
Light Sleep,79,0,1,,,,93830-8
Light Sleep,56,12,10,,,,93830-8
Light Sleep,78,9,22,,,,93830-8
Light Sleep,84,6,19,,,,93830-8
Light Sleep,81,18,18,,,,93830-8
REM Sleep,50,2,3,,,,93829-0
Light Sleep,59,8,12,,,,93830-8
Light Sleep,84,9,8,,,,93830-8
Light Sleep,75,9,23,,,,93830-8
REM Sleep,68,2,3,,,,93829-0
Light Sleep,66,6,5,,,,93830-8
Light Sleep,69,14,19,,,,93830-8
Light Sleep,64,0,0,,,,93830-8
Light Sleep,85,10,27,,,,93830-8
REM Sleep,49,4,3,,,,93829-0
Light Sleep,51,1,4,,,,93830-8
Light Sleep,85,10,19,,,,93830-8
REM Sleep,73,2,1,,,,93829-0
Light Sleep,67,17,0,,,,93830-8
Light Sleep,58,4,4,,,,93830-8
Light Sleep,84,8,34,,,,93830-8
Light Sleep,69,6,10,,,,93830-8
Light Sleep,71,9,36,,,,93830-8
Light Sleep,78,19,34,,,,93830-8
Light Sleep,84,10,20,,,,93830-8
REM Sleep,65,3,1,,,,93829-0
Light Sleep,71,7,22,,,,93830-8
REM Sleep,66,-1,-1,,,,93829-0
Light Sleep,85,9,20,,,,93830-8
Light Sleep,57,5,4,,,,93830-8
Light Sleep,51,20,27,,,,93830-8
Light Sleep,55,13,14,,,,93830-8
Light Sleep,73,7,14,,,,93830-8
Light Sleep,51,6,3,,,,93830-8
Light Sleep,83,11,20,,,,93830-8
REM Sleep,58,2,4,,,,93829-0
REM Sleep,52,1,1,,,,93829-0
Light Sleep,50,2,8,,,,93830-8
REM Sleep,61,1,1,,,,93829-0
Light Sleep,65,1,0,,,,93830-8
Light Sleep,84,10,14,,,,93830-8
Light Sleep,51,4,15,,,,93830-8
Light Sleep,80,5,8,,,,93830-8
Light Sleep,79,5,9,,,,93830-8
Light Sleep,85,6,16,,,,93830-8
Light Sleep,83,6,14,,,,93830-8
Light Sleep,79,14,24,,,,93830-8
REM Sleep,60,1,5,,,,93829-0
Light Sleep,64,12,20,,,,93830-8
REM Sleep,49,2,4,,,,93829-0
Light Sleep,77,13,44,,,,93830-8
Light Sleep,83,17,23,,,,93830-8
Light Sleep,74,16,19,,,,93830-8
Light Sleep,50,7,15,,,,93830-8
Light Sleep,55,6,6,,,,93830-8
REM Sleep,51,3,3,,,,93829-0
REM Sleep,49,2,4,,,,93829-0
Light Sleep,85,10,18,,,,93830-8
Light Sleep,86,16,19,,,,93830-8
Light Sleep,72,7,33,,,,93830-8
Light Sleep,78,0,0,,,,93830-8
Light Sleep,75,5,38,,,,93830-8
REM Sleep,62,0,1,,,,93829-0
Light Sleep,85,19,14,,,,93830-8
Light Sleep,85,15,28,,,,93830-8
Light Sleep,59,8,18,,,,93830-8
Light Sleep,51,6,8,,,,93830-8
Light Sleep,84,14,36,,,,93830-8
Light Sleep,51,6,5,,,,93830-8
Light Sleep,75,9,23,,,,93830-8
Light Sleep,83,11,38,,,,93830-8
Light Sleep,83,14,37,,,,93830-8
REM Sleep,50,1,1,,,,93829-0
REM Sleep,57,3,0,,,,93829-0
REM Sleep,65,2,-1,,,,93829-0
REM Sleep,60,2,4,,,,93829-0
Light Sleep,82,10,21,,,,93830-8
Light Sleep,70,11,15,,,,93830-8
Light Sleep,77,14,14,,,,93830-8
REM Sleep,56,2,2,,,,93829-0
Light Sleep,58,3,29,,,,93830-8
Light Sleep,79,18,12,,,,93830-8
REM Sleep,50,1,4,,,,93829-0
Light Sleep,72,5,0,,,,93830-8
REM Sleep,50,1,0,,,,93829-0
REM Sleep,69,1,-1,,,,93829-0
Light Sleep,60,5,6,,,,93830-8
Light Sleep,84,11,34,,,,93830-8
Light Sleep,83,12,22,,,,93830-8
Light Sleep,78,20,4,,,,93830-8
REM Sleep,64,0,0,,,,93829-0
Light Sleep,84,21,24,,,,93830-8
REM Sleep,49,5,6,,,,93829-0
REM Sleep,52,0,-1,,,,93829-0
Light Sleep,77,18,24,,,,93830-8
Light Sleep,83,10,18,,,,93830-8
Light Sleep,50,0,1,,,,93830-8
Light Sleep,50,6,2,,,,93830-8
Light Sleep,57,3,12,,,,93830-8
Light Sleep,80,6,20,,,,93830-8
Light Sleep,55,3,6,,,,93830-8
Light Sleep,57,5,13,,,,93830-8
Light Sleep,49,11,19,,,,93830-8
Light Sleep,73,15,17,,,,93830-8
Light Sleep,78,3,34,,,,93830-8
Light Sleep,80,1,6,,,,93830-8
Light Sleep,71,10,18,,,,93830-8
Light Sleep,79,6,25,,,,93830-8
Light Sleep,82,5,9,,,,93830-8
Light Sleep,74,16,31,,,,93830-8
Light Sleep,80,8,7,,,,93830-8
Light Sleep,84,12,10,,,,93830-8
Light Sleep,84,10,23,,,,93830-8
Light Sleep,58,1,4,,,,93830-8
Light Sleep,80,19,38,,,,93830-8
Light Sleep,84,15,45,,,,93830-8
Light Sleep,83,13,0,,,,93830-8
Light Sleep,76,14,31,,,,93830-8
Light Sleep,72,16,25,,,,93830-8
Light Sleep,85,16,20,,,,93830-8
Light Sleep,55,3,6,,,,93830-8
Light Sleep,75,9,29,,,,93830-8
Light Sleep,85,10,17,,,,93830-8
Light Sleep,84,10,22,,,,93830-8
Light Sleep,77,11,31,,,,93830-8
REM Sleep,49,5,4,,,,93829-0
REM Sleep,53,1,4,,,,93829-0
Light Sleep,53,1,1,,,,93830-8
Light Sleep,80,6,20,,,,93830-8
Light Sleep,84,19,13,,,,93830-8
Light Sleep,85,10,21,,,,93830-8
REM Sleep,62,1,1,,,,93829-0
Light Sleep,84,10,33,,,,93830-8
REM Sleep,65,0,5,,,,93829-0
Light Sleep,56,3,7,,,,93830-8
Light Sleep,83,18,24,,,,93830-8
REM Sleep,62,0,0,,,,93829-0
Light Sleep,51,0,0,,,,93830-8
REM Sleep,52,1,31,,,,93829-0
Light Sleep,86,28,20,,,,93830-8
Light Sleep,72,0,1,,,,93830-8
REM Sleep,58,0,0,,,,93829-0
Light Sleep,84,11,24,,,,93830-8
REM Sleep,53,2,5,,,,93829-0
REM Sleep,71,14,10,,,,93829-0
Light Sleep,84,27,23,,,,93830-8
REM Sleep,55,2,8,,,,93829-0
Light Sleep,48,0,0,,,,93830-8
Light Sleep,71,8,20,,,,93830-8
REM Sleep,50,3,4,,,,93829-0
Light Sleep,51,6,13,,,,93830-8
REM Sleep,50,1,2,,,,93829-0
Light Sleep,83,9,18,,,,93830-8
REM Sleep,57,3,0,,,,93829-0
Light Sleep,67,18,19,,,,93830-8
Light Sleep,57,5,7,,,,93830-8
Light Sleep,48,3,2,,,,93830-8
REM Sleep,51,1,4,,,,93829-0
Light Sleep,49,17,7,,,,93830-8
Light Sleep,84,17,20,,,,93830-8
Light Sleep,81,8,12,,,,93830-8
Light Sleep,58,6,11,,,,93830-8
Light Sleep,48,16,21,,,,93830-8
Light Sleep,55,4,14,,,,93830-8
Light Sleep,82,5,15,,,,93830-8
Light Sleep,79,12,25,,,,93830-8
Light Sleep,50,3,4,,,,93830-8
Light Sleep,76,6,28,,,,93830-8
Light Sleep,51,6,4,,,,93830-8
Light Sleep,55,8,8,,,,93830-8
REM Sleep,50,0,5,,,,93829-0
Light Sleep,77,10,13,,,,93830-8
Light Sleep,75,11,32,,,,93830-8
Light Sleep,79,19,22,,,,93830-8
Light Sleep,84,10,14,,,,93830-8
REM Sleep,64,1,1,,,,93829-0
REM Sleep,48,2,1,,,,93829-0
Light Sleep,54,1,-1,,,,93830-8
Light Sleep,49,7,10,,,,93830-8
Light Sleep,80,10,18,,,,93830-8
Light Sleep,57,3,3,,,,93830-8
Light Sleep,69,11,21,,,,93830-8
Light Sleep,77,10,21,,,,93830-8
Light Sleep,80,15,24,,,,93830-8
Light Sleep,56,10,36,,,,93830-8
Light Sleep,77,17,17,,,,93830-8
REM Sleep,58,3,12,,,,93829-0
REM Sleep,50,0,6,,,,93829-0
Light Sleep,70,15,34,,,,93830-8
Light Sleep,69,9,17,,,,93830-8
Light Sleep,56,12,16,,,,93830-8
Light Sleep,70,4,3,,,,93830-8
Light Sleep,84,12,31,,,,93830-8
Light Sleep,51,5,5,,,,93830-8
Light Sleep,75,10,31,,,,93830-8
Light Sleep,83,14,24,,,,93830-8
REM Sleep,65,3,3,,,,93829-0
Light Sleep,57,2,8,,,,93830-8
Light Sleep,50,6,10,,,,93830-8
Light Sleep,77,17,23,,,,93830-8
REM Sleep,55,-1,0,,,,93829-0
Light Sleep,59,6,3,,,,93830-8
Light Sleep,83,18,20,,,,93830-8
Light Sleep,64,8,36,,,,93830-8
Light Sleep,77,9,40,,,,93830-8
Light Sleep,52,2,4,,,,93830-8
Light Sleep,70,0,4,,,,93830-8
Light Sleep,84,17,14,,,,93830-8
Light Sleep,57,4,5,,,,93830-8
REM Sleep,49,1,3,,,,93829-0
Light Sleep,83,20,20,,,,93830-8
Light Sleep,84,16,43,,,,93830-8
Light Sleep,62,0,2,,,,93830-8
Light Sleep,83,0,0,,,,93830-8
Light Sleep,51,4,6,,,,93830-8
Light Sleep,56,5,8,,,,93830-8
Light Sleep,84,16,22,,,,93830-8
Light Sleep,77,10,23,,,,93830-8
Light Sleep,52,20,40,,,,93830-8
REM Sleep,59,1,3,,,,93829-0
Light Sleep,71,18,38,,,,93830-8
REM Sleep,68,-1,0,,,,93829-0
Light Sleep,56,17,16,,,,93830-8
Light Sleep,52,2,5,,,,93830-8
Light Sleep,71,0,12,,,,93830-8
Light Sleep,73,0,4,,,,93830-8
Light Sleep,65,17,0,,,,93830-8
Light Sleep,81,9,19,,,,93830-8
Light Sleep,76,0,29,,,,93830-8
Light Sleep,54,17,4,,,,93830-8
REM Sleep,48,2,4,,,,93829-0
REM Sleep,50,3,1,,,,93829-0
Light Sleep,51,2,6,,,,93830-8
Light Sleep,84,7,24,,,,93830-8
Light Sleep,84,13,16,,,,93830-8
Light Sleep,85,5,7,,,,93830-8
Light Sleep,50,6,8,,,,93830-8
Light Sleep,48,2,7,,,,93830-8
Light Sleep,84,10,35,,,,93830-8
REM Sleep,56,0,0,,,,93829-0
Light Sleep,82,11,25,,,,93830-8
Light Sleep,66,12,17,,,,93830-8
Light Sleep,82,9,19,,,,93830-8
Light Sleep,50,2,2,,,,93830-8
Light Sleep,55,6,10,,,,93830-8
Light Sleep,60,6,7,,,,93830-8
Light Sleep,84,9,32,,,,93830-8
Light Sleep,64,15,5,,,,93830-8
Light Sleep,54,3,6,,,,93830-8
Light Sleep,79,2,9,,,,93830-8
Light Sleep,77,12,20,,,,93830-8
Light Sleep,50,5,11,,,,93830-8
Light Sleep,83,12,16,,,,93830-8
Light Sleep,79,7,10,,,,93830-8
REM Sleep,67,5,2,,,,93829-0
Light Sleep,56,2,6,,,,93830-8
REM Sleep,56,2,1,,,,93829-0
Light Sleep,84,8,40,,,,93830-8
Light Sleep,85,10,24,,,,93830-8
Light Sleep,79,16,24,,,,93830-8
Light Sleep,53,3,3,,,,93830-8
Light Sleep,84,6,11,,,,93830-8
Light Sleep,60,5,4,,,,93830-8
Light Sleep,50,11,5,,,,93830-8
Light Sleep,79,17,9,,,,93830-8
Light Sleep,74,20,17,,,,93830-8
REM Sleep,52,3,-1,,,,93829-0
Light Sleep,57,3,3,,,,93830-8
Light Sleep,59,3,4,,,,93830-8
Light Sleep,74,11,38,,,,93830-8
Light Sleep,83,16,18,,,,93830-8
Light Sleep,65,0,0,,,,93830-8
Light Sleep,82,12,5,,,,93830-8
REM Sleep,52,0,0,,,,93829-0
Light Sleep,70,0,6,,,,93830-8
Light Sleep,79,7,31,,,,93830-8
Light Sleep,49,5,6,,,,93830-8
Light Sleep,81,11,20,,,,93830-8
Light Sleep,83,5,7,,,,93830-8
Light Sleep,56,6,14,,,,93830-8
Light Sleep,80,18,34,,,,93830-8
REM Sleep,67,1,0,,,,93829-0
Light Sleep,79,11,9,,,,93830-8
Light Sleep,51,3,17,,,,93830-8
Light Sleep,60,4,6,,,,93830-8
REM Sleep,51,4,7,,,,93829-0
Light Sleep,85,5,13,,,,93830-8
Light Sleep,85,9,15,,,,93830-8
REM Sleep,68,1,-1,,,,93829-0
Light Sleep,83,18,38,,,,93830-8
Light Sleep,85,10,20,,,,93830-8
Light Sleep,58,5,28,,,,93830-8
Light Sleep,80,10,20,,,,93830-8
Light Sleep,70,9,23,,,,93830-8
Light Sleep,58,6,9,,,,93830-8
Light Sleep,78,6,40,,,,93830-8
Light Sleep,77,10,21,,,,93830-8
Light Sleep,57,13,8,,,,93830-8
Light Sleep,86,7,15,,,,93830-8
Light Sleep,79,21,17,,,,93830-8
Light Sleep,56,0,1,,,,93830-8
Light Sleep,48,3,11,,,,93830-8
Light Sleep,50,1,0,,,,93830-8
REM Sleep,56,1,2,,,,93829-0
Light Sleep,78,9,18,,,,93830-8
Light Sleep,59,7,22,,,,93830-8
Light Sleep,77,12,40,,,,93830-8
Light Sleep,78,7,20,,,,93830-8
REM Sleep,55,1,3,,,,93829-0
Light Sleep,82,19,44,,,,93830-8
Light Sleep,65,0,0,,,,93830-8
Light Sleep,57,1,6,,,,93830-8
Light Sleep,78,16,25,,,,93830-8
Light Sleep,52,2,5,,,,93830-8
Light Sleep,83,17,10,,,,93830-8
Light Sleep,68,-1,1,,,,93830-8
REM Sleep,70,1,-1,,,,93829-0
Light Sleep,50,2,5,,,,93830-8
Light Sleep,83,9,14,,,,93830-8
Light Sleep,84,17,30,,,,93830-8
Light Sleep,75,-1,1,,,,93830-8
REM Sleep,50,1,0,,,,93829-0
REM Sleep,59,9,3,,,,93829-0
Light Sleep,77,19,31,,,,93830-8
Light Sleep,63,5,37,,,,93830-8
REM Sleep,73,0,2,,,,93829-0
Light Sleep,86,10,18,,,,93830-8
Light Sleep,56,2,9,,,,93830-8
Light Sleep,59,6,9,,,,93830-8
Light Sleep,83,11,20,,,,93830-8
Light Sleep,59,5,37,,,,93830-8
Light Sleep,73,6,10,,,,93830-8
Light Sleep,59,3,4,,,,93830-8
Light Sleep,75,11,18,,,,93830-8
REM Sleep,59,1,2,,,,93829-0
Light Sleep,51,4,8,,,,93830-8
Light Sleep,81,17,23,,,,93830-8
Light Sleep,54,2,6,,,,93830-8
Light Sleep,55,4,8,,,,93830-8
REM Sleep,51,1,6,,,,93829-0
REM Sleep,51,2,-1,,,,93829-0
Light Sleep,72,27,22,,,,93830-8
Light Sleep,82,5,20,,,,93830-8
Light Sleep,79,15,23,,,,93830-8
Light Sleep,49,3,4,,,,93830-8
Light Sleep,55,3,4,,,,93830-8
Light Sleep,56,6,7,,,,93830-8
Light Sleep,50,5,5,,,,93830-8
Light Sleep,85,10,24,,,,93830-8
Light Sleep,74,11,21,,,,93830-8
Light Sleep,74,14,17,,,,93830-8
Light Sleep,58,8,8,,,,93830-8
Light Sleep,55,3,5,,,,93830-8
REM Sleep,50,3,3,,,,93829-0
Light Sleep,59,6,2,,,,93830-8
REM Sleep,70,-1,0,,,,93829-0
Light Sleep,77,18,0,,,,93830-8
Light Sleep,51,3,5,,,,93830-8
Light Sleep,50,0,3,,,,93830-8
Light Sleep,53,16,9,,,,93830-8
REM Sleep,74,1,1,,,,93829-0
Light Sleep,66,5,2,,,,93830-8
Light Sleep,58,4,7,,,,93830-8
Light Sleep,59,6,8,,,,93830-8
Light Sleep,85,16,23,,,,93830-8
Light Sleep,73,13,19,,,,93830-8
REM Sleep,66,0,0,,,,93829-0
Light Sleep,52,2,9,,,,93830-8
Light Sleep,56,7,10,,,,93830-8
Light Sleep,59,6,9,,,,93830-8
REM Sleep,57,2,3,,,,93829-0
Light Sleep,75,9,45,,,,93830-8
Light Sleep,85,8,8,,,,93830-8
Light Sleep,84,17,16,,,,93830-8
Light Sleep,59,2,4,,,,93830-8
Light Sleep,78,5,17,,,,93830-8
Light Sleep,51,4,4,,,,93830-8
Light Sleep,55,6,8,,,,93830-8
Light Sleep,55,3,10,,,,93830-8
Light Sleep,84,7,11,,,,93830-8
Light Sleep,83,4,21,,,,93830-8
Light Sleep,56,3,7,,,,93830-8
Light Sleep,77,21,20,,,,93830-8
Light Sleep,56,6,9,,,,93830-8
Light Sleep,73,6,10,,,,93830-8
Light Sleep,56,3,7,,,,93830-8
Light Sleep,83,10,23,,,,93830-8
Light Sleep,56,5,13,,,,93830-8
REM Sleep,60,6,-1,,,,93829-0
Light Sleep,56,3,6,,,,93830-8
Light Sleep,85,10,24,,,,93830-8
Light Sleep,55,11,36,,,,93830-8
REM Sleep,49,1,-1,,,,93829-0
Light Sleep,74,5,-1,,,,93830-8
Light Sleep,85,8,17,,,,93830-8
Light Sleep,56,3,29,,,,93830-8
Light Sleep,84,7,14,,,,93830-8
Light Sleep,53,9,7,,,,93830-8
Light Sleep,82,11,26,,,,93830-8
Light Sleep,84,9,15,,,,93830-8
Light Sleep,67,3,1,,,,93830-8
Light Sleep,79,2,4,,,,93830-8
REM Sleep,66,2,-1,,,,93829-0
REM Sleep,62,0,0,,,,93829-0
Light Sleep,84,11,23,,,,93830-8
Light Sleep,80,7,31,,,,93830-8
Light Sleep,67,1,0,,,,93830-8
Light Sleep,54,19,8,,,,93830-8
Light Sleep,50,3,5,,,,93830-8
Light Sleep,82,19,26,,,,93830-8
Light Sleep,57,7,8,,,,93830-8
Light Sleep,82,11,18,,,,93830-8
Light Sleep,79,11,20,,,,93830-8
Light Sleep,68,10,9,,,,93830-8
REM Sleep,55,3,4,,,,93829-0
Light Sleep,85,19,43,,,,93830-8
Light Sleep,50,11,20,,,,93830-8
Light Sleep,50,1,8,,,,93830-8
Light Sleep,52,5,5,,,,93830-8
Light Sleep,81,0,-1,,,,93830-8
Light Sleep,58,5,5,,,,93830-8
REM Sleep,52,1,1,,,,93829-0
Light Sleep,51,12,17,,,,93830-8
Light Sleep,59,5,9,,,,93830-8
Light Sleep,70,2,0,,,,93830-8
Light Sleep,85,17,19,,,,93830-8
Light Sleep,68,0,0,,,,93830-8
Light Sleep,68,0,15,,,,93830-8
REM Sleep,59,2,6,,,,93829-0
Light Sleep,58,4,-1,,,,93830-8
REM Sleep,65,0,1,,,,93829-0
REM Sleep,66,0,1,,,,93829-0
Light Sleep,85,8,10,,,,93830-8
Light Sleep,80,8,4,,,,93830-8
REM Sleep,66,0,0,,,,93829-0
Light Sleep,77,17,13,,,,93830-8
REM Sleep,66,0,0,,,,93829-0
Light Sleep,58,4,29,,,,93830-8
Light Sleep,83,16,24,,,,93830-8
Light Sleep,83,0,0,,,,93830-8
Light Sleep,58,7,13,,,,93830-8
REM Sleep,48,3,7,,,,93829-0
Light Sleep,58,3,5,,,,93830-8
Light Sleep,77,16,13,,,,93830-8
REM Sleep,50,4,17,,,,93829-0
Light Sleep,86,11,19,,,,93830-8
Light Sleep,51,6,10,,,,93830-8
Light Sleep,78,18,23,,,,93830-8
Light Sleep,78,19,25,,,,93830-8
Light Sleep,66,0,0,,,,93830-8
Light Sleep,50,3,8,,,,93830-8
Light Sleep,78,19,44,,,,93830-8
Light Sleep,77,14,35,,,,93830-8
Light Sleep,74,4,19,,,,93830-8
REM Sleep,53,0,2,,,,93829-0
Light Sleep,49,1,3,,,,93830-8
Light Sleep,57,-1,32,,,,93830-8
Light Sleep,57,2,7,,,,93830-8
Light Sleep,50,6,23,,,,93830-8
Light Sleep,49,4,7,,,,93830-8
Light Sleep,52,2,18,,,,93830-8
Light Sleep,85,19,5,,,,93830-8
REM Sleep,54,3,2,,,,93829-0
Light Sleep,51,4,8,,,,93830-8
Light Sleep,68,7,1,,,,93830-8
Light Sleep,60,6,12,,,,93830-8
REM Sleep,56,3,0,,,,93829-0
Light Sleep,85,11,18,,,,93830-8
Light Sleep,85,1,25,,,,93830-8
Light Sleep,57,5,5,,,,93830-8
REM Sleep,51,3,6,,,,93829-0
Light Sleep,49,5,23,,,,93830-8
Light Sleep,70,0,-1,,,,93830-8
REM Sleep,51,1,0,,,,93829-0
REM Sleep,64,0,-1,,,,93829-0
Light Sleep,67,17,29,,,,93830-8
Light Sleep,59,4,13,,,,93830-8
REM Sleep,50,3,-1,,,,93829-0
REM Sleep,66,-1,-1,,,,93829-0
Light Sleep,54,2,4,,,,93830-8
Light Sleep,72,1,29,,,,93830-8
Light Sleep,78,14,22,,,,93830-8
Light Sleep,66,6,33,,,,93830-8
Light Sleep,57,6,10,,,,93830-8
Light Sleep,83,10,18,,,,93830-8
REM Sleep,64,-1,-1,,,,93829-0
REM Sleep,60,-1,0,,,,93829-0
Light Sleep,77,4,10,,,,93830-8
Light Sleep,73,17,24,,,,93830-8
Light Sleep,50,5,10,,,,93830-8
Light Sleep,79,19,45,,,,93830-8
REM Sleep,66,0,0,,,,93829-0
Light Sleep,55,4,7,,,,93830-8
Light Sleep,83,7,43,,,,93830-8
Light Sleep,50,2,5,,,,93830-8
Light Sleep,83,11,11,,,,93830-8
Light Sleep,83,9,20,,,,93830-8
Light Sleep,81,10,48,,,,93830-8
REM Sleep,50,2,4,,,,93829-0
